,sentiment,Text,Tokens,Text Length,Word Count,vander_positive,vander_negative,vsentiment,afn_score,afn_sentiment
63,1,used endurolyte product years pill powder form long desert rides dirt bike camelbak water heavily laced endurolyte powder overly tasty quite effective cramp mile rides desert racing buggy camelbaks laced powder fizz great product firstly hammer endurolyte product great endurance athlete world products second convenient handly tablets dissovle fizz tastes great imagine getting nice cool drink body starving hydration electrolytes getting salty taste refreshing lemon lime mango camelbaks fizz drop tablet bottled water exercise nice flavored water chock electrolytes recommend product hammer product highly,"['used', 'endurolyte', 'product', 'years', 'pill', 'powder', 'form', 'long', 'desert', 'rides', 'dirt', 'bike', 'camelbak', 'water', 'heavily', 'laced', 'endurolyte', 'powder', 'overly', 'tasty', 'quite', 'effective', 'cramp', 'mile', 'rides', 'desert', 'racing', 'buggy', 'camelbaks', 'laced', 'powder', 'fizz', 'great', 'product', 'firstly', 'hammer', 'endurolyte', 'product', 'great', 'endurance', 'athlete', 'world', 'products', 'second', 'convenient', 'handly', 'tablets', 'dissovle', 'fizz', 'tastes', 'great', 'imagine', 'getting', 'nice', 'cool', 'drink', 'body', 'starving', 'hydration', 'electrolytes', 'getting', 'salty', 'taste', 'refreshing', 'lemon', 'lime', 'mango', 'camelbaks', 'fizz', 'drop', 'tablet', 'bottled', 'water', 'exercise', 'nice', 'flavored', 'water', 'chock', 'electrolytes', 'recommend', 'product', 'hammer', 'product', 'highly']",608,84,24.3,8.7,Very Positive,14.0,very Positive
64,1,product serves source electrolytes long bike ride tried flavors really like grapefruit flavor taste actually like slight carbonation hammer products really like product line,"['product', 'serves', 'source', 'electrolytes', 'long', 'bike', 'ride', 'tried', 'flavors', 'really', 'like', 'grapefruit', 'flavor', 'taste', 'actually', 'like', 'slight', 'carbonation', 'hammer', 'products', 'really', 'like', 'product', 'line']",173,24,27.800000000000004,0.0,Very Positive,6.0,very Positive
65,1,stuff really works preventing cramping middle stages rides water bottle flavor fine goes easy,"['stuff', 'really', 'works', 'preventing', 'cramping', 'middle', 'stages', 'rides', 'water', 'bottle', 'flavor', 'fine', 'goes', 'easy']",93,14,27.500000000000004,8.1,Very Positive,2.0,Positive
66,1,carb diet little tablets just thing years started cycling years having heart arrhythmia longer rides high heat drinking plain water little research thought electrolytes issue gatorade wasn option loaded carbohydrates looked carb alternative zero carb sports drinks didn help bike shop tried tube voila problem solved shared friends particular problems cramps resolved using guys right superbly formulated simply work,"['carb', 'diet', 'little', 'tablets', 'thing', 'years', 'started', 'cycling', 'years', 'heart', 'arrhythmia', 'longer', 'rides', 'high', 'heat', 'drinking', 'plain', 'water', 'little', 'research', 'thought', 'electrolytes', 'issue', 'gatorade', 'option', 'loaded', 'carbohydrates', 'looked', 'carb', 'alternative', 'zero', 'carb', 'sports', 'drinks', 'help', 'bike', 'shop', 'tried', 'tube', 'voila', 'problem', 'solved', 'shared', 'friends', 'particular', 'problems', 'cramps', 'resolved', 'using', 'guys', 'right', 'superbly', 'formulated', 'simply', 'work']",416,59,22.3,7.3999999999999995,Very Positive,2.0,Positive
67,0,purchased mango flavor doesn like mango hint sweetness unfortunately hint aftertaste like licorice consuming various sports nutrition products decades familiar come like taste products tried mango flavor appealing tasted terrible notice taste,"['purchased', 'mango', 'flavor', 'like', 'mango', 'hint', 'sweetness', 'unfortunately', 'hint', 'aftertaste', 'like', 'licorice', 'consuming', 'various', 'sports', 'nutrition', 'products', 'decades', 'familiar', 'come', 'like', 'taste', 'products', 'tried', 'mango', 'flavor', 'appealing', 'tasted', 'terrible', 'notice', 'taste']",242,32,25.4,13.0,Very Positive,5.0,very Positive
68,0,impulsive like wrong quality babies good complaints retrospect price little ridiculous shipping,"['impulsive', 'like', 'wrong', 'quality', 'babies', 'good', 'complaints', 'retrospect', 'price', 'little', 'ridiculous', 'shipping']",95,12,26.5,39.2,very Negative,0.0,Neutral
69,1,sooooo deliscious fast gained fault,"['sooooo', 'deliscious', 'fast', 'gained', 'fault']",35,5,31.3,32.5,Neutral,2.0,Positive
70,1,albanese gummi bears rings good tasty high quality bears little faces local candy store type gummi stuff bears rings snakes balls worms twin packs pound bags screaming deal concerned probably pounds deep friggin things consumed,"['albanese', 'gummi', 'bears', 'rings', 'good', 'tasty', 'high', 'quality', 'bears', 'little', 'faces', 'local', 'candy', 'store', 'type', 'gummi', 'stuff', 'bears', 'rings', 'snakes', 'balls', 'worms', 'twin', 'packs', 'pound', 'bags', 'screaming', 'deal', 'concerned', 'probably', 'pounds', 'deep', 'friggin', 'things', 'consumed']",227,35,7.5,6.800000000000001,Very Positive,1.0,Positive
71,1,grape gummy bears hard area fact pretty talk grape gummy bears think lying bought bears little bigger brands kind sour kick strong love grape flavored candy soda pretty good company makes grape gummy bears little better opinion worth price like gummy bears home popsicles flavored sports drink salt sports drink makes softer popsicles gummy bears awesome frozen delicious,"['grape', 'gummy', 'bears', 'hard', 'area', 'fact', 'pretty', 'talk', 'grape', 'gummy', 'bears', 'think', 'lying', 'bought', 'bears', 'little', 'bigger', 'brands', 'kind', 'sour', 'kick', 'strong', 'love', 'grape', 'flavored', 'candy', 'soda', 'pretty', 'good', 'company', 'makes', 'grape', 'gummy', 'bears', 'little', 'better', 'opinion', 'worth', 'price', 'like', 'gummy', 'bears', 'home', 'popsicles', 'flavored', 'sports', 'drink', 'salt', 'sports', 'drink', 'makes', 'softer', 'popsicles', 'gummy', 'bears', 'awesome', 'frozen', 'delicious']",371,58,40.9,5.7,Very Positive,24.0,very Positive
72,1,ordered raspberry latice tarts directly fantasicakes website dinner party hosting arrived fresh intact good size froze half later pastry lover best tasted pastry soft really good taste great gone time guests really impressed,"['ordered', 'raspberry', 'latice', 'tarts', 'directly', 'fantasicakes', 'website', 'dinner', 'party', 'hosting', 'arrived', 'fresh', 'intact', 'good', 'size', 'froze', 'half', 'later', 'pastry', 'lover', 'best', 'tasted', 'pastry', 'soft', 'really', 'good', 'taste', 'great', 'gone', 'time', 'guests', 'really', 'impressed']",224,33,54.400000000000006,0.0,Very Positive,18.0,very Positive
73,0,buyer beware sweetener everybody maltitol alcohol sugar undigestible body know short time consuming unsuspecting digest extreme intestinal bloating cramping massive amounts person experience nausea diarrhea headaches experienced learned lesson hard years fell love sugar free chocolates suzanne sommers used sell thought sugar free chocolate nirvana taste bliss short lived terrible effects maltitol kicked discomfort unlike felt blew like balloon painful abdominal cramping symptoms passed unpleasant hard believe calorie sweetener culprit symptoms gone stopped eating chocolate hunch maltitol unfortunately confirmed year later purchased delicious sugar free popcorn local market taste amazing looking label wondering possibly make yummy sugarfree treat taste good heart sank followed little asterisk sugarfree sweetener label read maltitol tiny little letters thank goodness eaten little ended effects shorter duration people maltitol heart content like reaction case like maltitol,"['buyer', 'beware', 'sweetener', 'everybody', 'maltitol', 'alcohol', 'sugar', 'undigestible', 'body', 'know', 'short', 'time', 'consuming', 'unsuspecting', 'digest', 'extreme', 'intestinal', 'bloating', 'cramping', 'massive', 'amounts', 'person', 'experience', 'nausea', 'diarrhea', 'headaches', 'experienced', 'learned', 'lesson', 'hard', 'years', 'fell', 'love', 'sugar', 'free', 'chocolates', 'suzanne', 'sommers', 'used', 'sell', 'thought', 'sugar', 'free', 'chocolate', 'nirvana', 'taste', 'bliss', 'short', 'lived', 'terrible', 'effects', 'maltitol', 'kicked', 'discomfort', 'unlike', 'felt', 'blew', 'like', 'balloon', 'painful', 'abdominal', 'cramping', 'symptoms', 'passed', 'unpleasant', 'hard', 'believe', 'calorie', 'sweetener', 'culprit', 'symptoms', 'gone', 'stopped', 'eating', 'chocolate', 'hunch', 'maltitol', 'unfortunately', 'confirmed', 'year', 'later', 'purchased', 'delicious', 'sugar', 'free', 'popcorn', 'local', 'market', 'taste', 'amazing', 'looking', 'label', 'wondering', 'possibly', 'make', 'yummy', 'sugarfree', 'treat', 'taste', 'good', 'heart', 'sank', 'followed', 'little', 'asterisk', 'sugarfree', 'sweetener', 'label', 'read', 'maltitol', 'tiny', 'little', 'letters', 'thank', 'goodness', 'eaten', 'little', 'ended', 'effects', 'shorter', 'duration', 'people', 'maltitol', 'heart', 'content', 'like', 'reaction', 'case', 'like', 'maltitol']",984,130,30.8,10.6,Very Positive,21.0,very Positive
74,0,okay,['okay'],4,1,100.0,0.0,Very Positive,0.0,Neutral
75,0,flavor just brunch artifial flavors returnable wasted bucks,"['flavor', 'brunch', 'artifial', 'flavors', 'returnable', 'wasted', 'bucks']",59,8,0.0,31.4,very Negative,-2.0,Negative
76,1,looked like perfect snack trail unfortunately arrived solid mass melted chocolate left pantry days opened room temperature gooey fridge breaking hunks taste good chocolate grainy melting solidifying order online store pick,"['looked', 'like', 'perfect', 'snack', 'trail', 'unfortunately', 'arrived', 'solid', 'mass', 'melted', 'chocolate', 'left', 'pantry', 'days', 'opened', 'room', 'temperature', 'gooey', 'fridge', 'breaking', 'hunks', 'taste', 'good', 'chocolate', 'grainy', 'melting', 'solidifying', 'order', 'online', 'store', 'pick']",222,31,27.400000000000002,6.1,Very Positive,12.0,very Positive
77,1,taste really good purchasing different brand similar taste texture agree reviewer regarding ordering summer insulating packaging packs melt warm weather like chocolate food items order cold weather,"['taste', 'really', 'good', 'purchasing', 'different', 'brand', 'similar', 'taste', 'texture', 'agree', 'reviewer', 'regarding', 'ordering', 'summer', 'insulating', 'packaging', 'packs', 'melt', 'warm', 'weather', 'like', 'chocolate', 'food', 'items', 'order', 'cold', 'weather']",197,27,30.5,0.0,Very Positive,7.0,very Positive
78,0,taste great berries melted order winter order cold weather enjoy flavor,"['taste', 'great', 'berries', 'melted', 'order', 'winter', 'order', 'cold', 'weather', 'enjoy', 'flavor']",71,11,44.800000000000004,0.0,Very Positive,5.0,very Positive
79,1,know make good granted south know enjoyed sweet sweet tastes crisp,"['know', 'make', 'good', 'granted', 'south', 'know', 'enjoyed', 'sweet', 'sweet', 'tastes', 'crisp']",66,11,70.3,0.0,Very Positive,10.0,very Positive
80,1,peppermint stick delicious christmas remembered having similar little girl love,"['peppermint', 'stick', 'delicious', 'christmas', 'remembered', 'similar', 'little', 'girl', 'love']",79,10,48.8,0.0,Very Positive,6.0,very Positive
81,0,great gift ages purchased giant canes recipients loved kept,"['great', 'gift', 'ages', 'purchased', 'giant', 'canes', 'recipients', 'loved', 'kept']",59,9,64.5,0.0,Very Positive,8.0,very Positive
82,1,know product title says molecular gastronomy scare looking food science earth make coffee creamer coffee blonde sweet flavored creamers kinds honestly hate manufactured food items really think good body hand hate using cold milk cream like coffee stumbled amazon idea making creamer bought instant milk powder regular milk powder instant lowfat milk little sweeter tastes fresher regular instant milk does dissolve good cold water problem coffee play ratios just heavy cream coffee rich think powder expensive just like mixing flavoring bough cocoa bean powder vanilla bean powder caster superfine sugar small batches spices like cinnamon nutmeg make flavored creamers wanted fake sweetner powder instead make small amounts store jelly canning jars little food chopper food processor blend sugar heavier sinks settle opening stuff tastes better storebought creamers experiment come flavors going using essential oils good chocolate orange ingredients mentioned online time experiment maybe milk flavorings make great housewarming host gifts sure molecular people able tell sure experiment cooking main reason bought make creamer worked great,"['know', 'product', 'title', 'says', 'molecular', 'gastronomy', 'scare', 'looking', 'food', 'science', 'earth', 'make', 'coffee', 'creamer', 'coffee', 'blonde', 'sweet', 'flavored', 'creamers', 'kinds', 'honestly', 'hate', 'manufactured', 'food', 'items', 'really', 'think', 'good', 'body', 'hand', 'hate', 'using', 'cold', 'milk', 'cream', 'like', 'coffee', 'stumbled', 'amazon', 'idea', 'making', 'creamer', 'bought', 'instant', 'milk', 'powder', 'regular', 'milk', 'powder', 'instant', 'lowfat', 'milk', 'little', 'sweeter', 'tastes', 'fresher', 'regular', 'instant', 'milk', 'dissolve', 'good', 'cold', 'water', 'problem', 'coffee', 'play', 'ratios', 'heavy', 'cream', 'coffee', 'rich', 'think', 'powder', 'expensive', 'like', 'mixing', 'flavoring', 'bough', 'cocoa', 'bean', 'powder', 'vanilla', 'bean', 'powder', 'caster', 'superfine', 'sugar', 'small', 'batches', 'spices', 'like', 'cinnamon', 'nutmeg', 'make', 'flavored', 'creamers', 'wanted', 'fake', 'sweetner', 'powder', 'instead', 'make', 'small', 'amounts', 'store', 'jelly', 'canning', 'jars', 'little', 'food', 'chopper', 'food', 'processor', 'blend', 'sugar', 'heavier', 'sinks', 'settle', 'opening', 'stuff', 'tastes', 'better', 'storebought', 'creamers', 'experiment', 'come', 'flavors', 'going', 'using', 'essential', 'oils', 'good', 'chocolate', 'orange', 'ingredients', 'mentioned', 'online', 'time', 'experiment', 'maybe', 'milk', 'flavorings', 'make', 'great', 'housewarming', 'host', 'gifts', 'sure', 'molecular', 'people', 'able', 'tell', 'sure', 'experiment', 'cooking', 'main', 'reason', 'bought', 'make', 'creamer', 'worked', 'great']",1141,165,23.5,7.9,Very Positive,17.0,very Positive
83,0,dogs like flavors tried food reason itching increased tried lamb rice itchy dogs giving limited ingredient food help duck sweet potato itching significantly tried lamb rice started itching like natural balance quality ingredients,"['dogs', 'like', 'flavors', 'tried', 'food', 'reason', 'itching', 'increased', 'tried', 'lamb', 'rice', 'itchy', 'dogs', 'giving', 'limited', 'ingredient', 'food', 'help', 'duck', 'sweet', 'potato', 'itching', 'significantly', 'tried', 'lamb', 'rice', 'started', 'itching', 'like', 'natural', 'balance', 'quality', 'ingredients']",229,33,38.7,8.799999999999999,Very Positive,9.0,very Positive
84,0,awesome food given boston severe reactions food ingredients itching increased violent jumping night scratching soon changed different formula scratching stopped glad natural balance choices guess best,"['awesome', 'food', 'given', 'boston', 'severe', 'reactions', 'food', 'ingredients', 'itching', 'increased', 'violent', 'jumping', 'night', 'scratching', 'soon', 'changed', 'different', 'formula', 'scratching', 'stopped', 'glad', 'natural', 'balance', 'choices', 'guess', 'best']",200,26,37.6,19.900000000000002,Very Positive,6.0,very Positive
85,1,dogs love food bought specifically dogs food allergies works great spots tummy problems love ships right door free shipping,"['dogs', 'love', 'food', 'bought', 'specifically', 'dogs', 'food', 'allergies', 'works', 'great', 'spots', 'tummy', 'problems', 'love', 'ships', 'right', 'door', 'free', 'shipping']",123,19,48.6,8.3,Very Positive,8.0,very Positive
86,1,allergies environmental food prescription food tested allergies test learned allergic prescription brand finally food environmental triggers happy finally know cause pain,"['allergies', 'environmental', 'food', 'prescription', 'food', 'tested', 'allergies', 'test', 'learned', 'allergic', 'prescription', 'brand', 'finally', 'food', 'environmental', 'triggers', 'happy', 'finally', 'know', 'cause', 'pain']",170,21,13.600000000000001,20.200000000000003,very Negative,-1.0,Negative
